budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
250000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001,4186931,91,Released,Lovely & Amazing,6.3,23,1674.77%,1674.7724
14000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2014,233555708,113,Released,The Imitation Game,8,5723,1668.26%,1668.255057
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1993,116700000,121,Released,The Piano,7.1,281,1667.14%,1667.142857
3860000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2013,64076736,130,Released,The Grandmaster,6.3,273,1660.02%,1660.019067
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2002,82719885,113,Released,28 Days Later,7.1,1777,1654.40%,1654.3977
4800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2003,79384880,121,Released,"Good bye, Lenin!",7.4,586,1653.85%,1653.851667
25000000,"[{""id"": 18, ""name"": ""Drama""}]",1988,412800000,133,Released,Rain Man,7.6,1709,1651.20%,1651.2
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1992,411006740,129,Released,The Bodyguard,6.1,661,1644.03%,1644.02696
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2006,163876815,108,Released,Saw III,6.1,1071,1638.77%,1638.76815
7200000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1971,116019547,120,Released,Diamonds Are Forever,6.3,553,1611.38%,1611.382597
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1998,369884651,119,Released,There's Something About Mary,6.5,1590,1608.19%,1608.194135
8000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",2005,127392239,80,Released,March of the Penguins,6.9,358,1592.40%,1592.402988
74000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2015,1156730962,91,Released,Minions,6.4,4571,1563.15%,1563.149949
16000000,"[{""id"": 35, ""name"": ""Comedy""}]",1994,247275374,107,Released,Dumb and Dumber,6.5,1859,1545.47%,1545.471088
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",1994,351583407,101,Released,The Mask,6.6,2472,1528.62%,1528.623509
20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",1977,303788635,135,Released,Close Encounters of the Third Kind,7.2,1098,1518.94%,1518.943175
6500000,"[{""id"": 18, ""name"": ""Drama""}]",2004,98410061,112,Released,Crash,7.2,1149,1514.00%,1514.000938
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1987,299965036,100,Released,Beverly Hills Cop II,6.1,613,1499.83%,1499.82518
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",2014,268157400,96,Released,Neighbors,6.2,2713,1489.76%,1489.763333
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",2014,266586800,93,Released,The Prince,4.6,218,1481.04%,1481.037778
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1993,321365567,195,Released,Schindler's List,8.3,4329,1460.75%,1460.752577
63000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1993,920100000,127,Released,Jurassic Park,7.6,4856,1460.48%,1460.47619
1000000,"[{""id"": 27, ""name"": ""Horror""}]",1987,14564027,94,Released,Hellraiser,6.9,449,1456.40%,1456.4027
18000000,"[{""id"": 35, ""name"": ""Comedy""}]",2006,261572744,82,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,1453.18%,1453.181911
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",1988,216614388,107,Released,Twins,5.7,559,1444.10%,1444.09592
16400000,"[{""id"": 18, ""name"": ""Drama""}]",1989,235860116,129,Released,Dead Poets Society,8.1,2705,1438.17%,1438.171439
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1991,272742922,119,Released,The Silence of the Lambs,8.1,4443,1435.49%,1435.489063
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2015,571006128,125,Released,Fifty Shades of Grey,5.2,3254,1427.52%,1427.51532
50000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009,709827462,130,Released,The Twilight Saga: New Moon,5.6,2436,1419.65%,1419.654924
250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011,3542353,90,Released,Like Crazy,6.4,381,1416.94%,1416.9412
1800000,"[{""id"": 27, ""name"": ""Horror""}]",1984,25504513,91,Released,A Nightmare on Elm Street,7.2,1180,1416.92%,1416.917389
2700000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",1979,37799643,118,Released,The Black Stallion,7,59,1399.99%,1399.986778
7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1974,97572000,125,Released,The Man with the Golden Gun,6.3,524,1393.89%,1393.885714
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007,139352633,93,Released,Saw IV,5.9,903,1393.53%,1393.52633
11000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",1984,153083102,106,Released,Gremlins,6.9,1596,1391.66%,1391.664564
325000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1934,4500000,105,Released,It Happened One Night,7.7,275,1384.62%,1384.615385
3600000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995,49800000,112,Released,Leaving Las Vegas,7.1,360,1383.33%,1383.333333
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2011,136836156,124,Released,The Best Exotic Marigold Hotel,6.9,459,1368.36%,1368.36156
58000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2016,783112979,108,Released,Deadpool,7.4,10995,1350.19%,1350.194791
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",1990,201957688,111,Released,Kindergarten Cop,5.8,628,1346.38%,1346.384587
2500000,"[{""id"": 99, ""name"": ""Documentary""}]",2012,33400000,87,Released,2016: Obama's America,4.6,19,1336.00%,1336
1000000,"[{""id"": 18, ""name"": ""Drama""}]",2005,13350369,103,Released,Transamerica,6.9,144,1335.04%,1335.0369
14000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1977,185438673,125,Released,The Spy Who Loved Me,6.6,507,1324.56%,1324.56195
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",2009,459270619,100,Released,The Hangover,7.2,6173,1312.20%,1312.201769
4000000,"[{""id"": 53, ""name"": ""Thriller""}]",2015,52425855,91,Released,The Boy Next Door,4.1,1022,1310.65%,1310.646375
4500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",1980,58853106,104,Released,The Blue Lagoon,5.8,408,1307.85%,1307.8468
5000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 35, ""name"": ""Comedy""}]",2002,64282312,87,Released,Jackass: The Movie,6.1,345,1285.65%,1285.64624
76000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2013,970761885,98,Released,Despicable Me 2,7,4637,1277.32%,1277.31827
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2005,178043761,134,Released,Brokeback Mountain,7.5,1480,1271.74%,1271.74115
2600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1984,32980880,91,Released,Friday the 13th: The Final Chapter,5.9,237,1268.50%,1268.495385
6500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1969,81974493,142,Released,On Her Majesty's Secret Service,6.5,456,1261.15%,1261.146046
400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1975,5028948,91,Released,Monty Python and the Holy Grail,7.8,1708,1257.24%,1257.237
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2006,100523181,102,Released,Little Miss Sunshine,7.5,1686,1256.54%,1256.539763
17000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",2000,213525736,120,Released,"Crouching Tiger, Hidden Dragon",7.2,927,1256.03%,1256.033741
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1995,373554033,81,Released,Toy Story,7.7,5269,1245.18%,1245.18011
3600000,"[{""id"": 18, ""name"": ""Drama""}]",1969,44785053,113,Released,Midnight Cowboy,7.4,299,1244.03%,1244.02925
14000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",1996,173046663,111,Released,Scream,7,1476,1236.05%,1236.047593
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1994,677945399,142,Released,Forrest Gump,8.2,7927,1232.63%,1232.627998
2000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1981,24600832,95,Released,Mad Max 2: The Road Warrior,7.3,957,1230.04%,1230.0416
6400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1984,78371200,108,Released,The Terminator,7.3,4128,1224.55%,1224.55
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1992,14661007,99,Released,Reservoir Dogs,8,3697,1221.75%,1221.750583
2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1939,33754967,102,Released,The Wizard of Oz,7.4,1642,1215.52%,1215.519157
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2014,108782847,104,Released,The Purge: Anarchy,6.6,1954,1208.70%,1208.6983
878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1942,10462500,102,Released,Casablanca,7.9,1422,1191.63%,1191.628702
94000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",2003,1118888979,201,Released,The Lord of the Rings: The Return of the King,8.1,8064,1190.31%,1190.307424
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1984,333000000,118,Released,Indiana Jones and the Temple of Doom,7.1,2781,1189.29%,1189.285714
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2016,118587880,105,Released,The Purge: Election Year,6.1,1306,1185.88%,1185.8788
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2015,58978653,108,Released,The Gift,6.7,1049,1179.57%,1179.57306
237000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2009,2787965087,162,Released,Avatar,7.2,11800,1176.36%,1176.356577
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",1989,411348924,126,Released,Batman,7,2096,1175.28%,1175.28264
9500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",1967,111584787,117,Released,You Only Live Twice,6.5,531,1174.58%,1174.576705
52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2008,609841637,108,Released,Mamma Mia!,6.4,1386,1172.77%,1172.772379
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",2012,21107746,93,Released,Beasts of the Southern Wild,6.8,403,1172.65%,1172.652556
79000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",2002,926287400,179,Released,The Lord of the Rings: The Two Towers,8,7487,1172.52%,1172.515696
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1994,350448145,116,Released,Speed,6.8,1783,1168.16%,1168.160483
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2016,875958308,87,Released,The Secret Life of Pets,5.9,3462,1167.94%,1167.944411
25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",1998,289317794,122,Released,Shakespeare in Love,6.8,796,1157.27%,1157.271176
3500000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",2016,40423945,92,Released,The Witch,6.3,1434,1154.97%,1154.969857
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1989,161001698,145,Released,Born on the Fourth of July,6.7,395,1150.01%,1150.012129
379000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1929,4358000,100,Released,The Broadway Melody,5,19,1149.87%,1149.868074
200000,"[{""id"": 18, ""name"": ""Drama""}]",2011,2295733,101,Released,The Grace Card,6.5,10,1147.87%,1147.8665
10700000,"[{""id"": 27, ""name"": ""Horror""}]",1982,122200000,114,Released,Poltergeist,7,794,1142.06%,1142.056075
14000000,"[{""id"": 37, ""name"": ""Western""}]",1992,159157447,131,Released,Unforgiven,7.7,1113,1136.84%,1136.838907
8000000,"[{""id"": 18, ""name"": ""Drama""}]",1984,90815558,126,Released,The Karate Kid,6.9,891,1135.19%,1135.194475
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2001,281929795,97,Released,Bridget Jones's Diary,6.5,1356,1127.72%,1127.71918
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1946,23650000,172,Released,The Best Years of Our Lives,7.6,143,1126.19%,1126.190476
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001,44909486,111,Released,Monster's Ball,6.5,250,1122.74%,1122.73715
700000,"[{""id"": 99, ""name"": ""Documentary""}]",1994,7830611,171,Released,Hoop Dreams,7.7,87,1118.66%,1118.658714
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1957,33300000,161,Released,The Bridge on the River Kwai,7.7,542,1110.00%,1110
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",2007,22179430,108,Released,Waitress,6.7,129,1108.97%,1108.9715
4000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,44349000,164,Released,Boyhood,7.5,1971,1108.73%,1108.725
14000000,"[{""id"": 35, ""name"": ""Comedy""}]",1993,154864401,98,Released,Cool Runnings,6.8,491,1106.17%,1106.174293
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2013,55198285,117,Released,Dallas Buyers Club,7.9,2886,1103.97%,1103.9657
200000,"[{""id"": 35, ""name"": ""Comedy""}]",1933,2200000,66,Released,She Done Him Wrong,5.1,27,1100.00%,1100
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2012,549368315,106,Released,Ted,6.3,4697,1098.74%,1098.73663
730000,"[{""id"": 37, ""name"": ""Western""}]",1952,8000000,85,Released,High Noon,7.6,334,1095.89%,1095.890411
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1996,816969268,145,Released,Independence Day,6.7,3260,1089.29%,1089.292357
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2015,54418872,103,Released,No Escape,6.7,777,1088.38%,1088.37744
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",2011,216197492,92,Released,Bad Teacher,5.4,1584,1080.99%,1080.98746
5500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1981,58972904,123,Released,Chariots of Fire,6.8,207,1072.23%,1072.234618
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2004,26781723,102,Released,Garden State,7.1,618,1071.27%,1071.26892
29000000,"[{""id"": 18, ""name"": ""Drama""}]",2009,309208309,129,Released,The Blind Side,7.2,1597,1066.24%,1066.235548
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2008,392616625,122,Released,Twilight,5.8,3561,1061.13%,1061.126014
910000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1954,9600000,108,Released,On the Waterfront,8,357,1054.95%,1054.945055
10800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2008,113857533,92,Released,Saw V,5.9,820,1054.24%,1054.236417
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2000,20908467,154,Released,Amores perros,7.6,521,1045.42%,1045.42335
3200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",1968,33395426,136,Released,Rosemary's Baby,7.5,863,1043.61%,1043.607063
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2015,104303851,97,Released,Insidious: Chapter 3,6.2,983,1043.04%,1043.03851
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2016,207945075,110,Released,Me Before You,7.6,2562,1039.73%,1039.725375
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1988,72500000,99,Released,A Nightmare on Elm Street 4: The Dream Master,5.8,281,1035.71%,1035.714286
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2010,41424067,120,Released,Of Gods and Men,6.5,91,1035.60%,1035.601675
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999,103166989,95,Released,She's All That,5.7,418,1031.67%,1031.66989
68000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,698491347,124,Released,The Twilight Saga: Eclipse,5.8,2301,1027.19%,1027.193157
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2014,348319861,113,Released,The Maze Runner,7,5371,1024.47%,1024.470179
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",1965,111858363,197,Released,Doctor Zhivago,7.4,247,1016.89%,1016.894209
14500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1996,147298761,120,Released,Romeo + Juliet,6.7,1374,1015.85%,1015.853524
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",2013,151831537,92,Released,Bad Grandpa,6,680,1012.21%,1012.210247
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2015,1513528810,124,Released,Jurassic World,6.5,8662,1009.02%,1009.019207
